Id,Gloss,start_ms,end_ms,EAF,Participant,Signer,SourceVideo,SampleVideo
26515,OMDAT-B,182704,182941,CVGT_12/CVGT_1202.eaf,i024,i1,CVGT_12/CVGT_1202_i024.mp4,CVGT_1202.eaf_26515.mp4
26517,WG-1,183498,183623,CVGT_12/CVGT_1202.eaf,i024,i1,CVGT_12/CVGT_1202_i024.mp4,CVGT_1202.eaf_26517.mp4
26518,GEBAREN-B,183775,183941,CVGT_12/CVGT_1202.eaf,i024,i1,CVGT_12/CVGT_1202_i024.mp4,CVGT_1202.eaf_26518.mp4
26520,C_ 1,184806,184901,CVGT_12/CVGT_1202.eaf,i024,i1,CVGT_12/CVGT_1202_i024.mp4,CVGT_1202.eaf_26520.mp4
26524,WG-2,187697,187741,CVGT_12/CVGT_1202.eaf,i024,i1,CVGT_12/CVGT_1202_i024.mp4,CVGT_1202.eaf_26524.mp4
26538,WETEN-A,195633,195771,CVGT_12/CVGT_1202.eaf,i024,i1,CVGT_12/CVGT_1202_i024.mp4,CVGT_1202.eaf_26538.mp4
26539,WIE-A,195771,195899,CVGT_12/CVGT_1202.eaf,i024,i1,CVGT_12/CVGT_1202_i024.mp4,CVGT_1202.eaf_26539.mp4
26540,GEBAREN-B,195942,196159,CVGT_12/CVGT_1202.eaf,i024,i1,CVGT_12/CVGT_1202_i024.mp4,CVGT_1202.eaf_26540.mp4
26541,WG-2,196239,196483,CVGT_12/CVGT_1202.eaf,i024,i1,CVGT_12/CVGT_1202_i024.mp4,CVGT_1202.eaf_26541.mp4
26542,ZO-A,196660,196924,CVGT_12/CVGT_1202.eaf,i024,i1,CVGT_12/CVGT_1202_i024.mp4,CVGT_1202.eaf_26542.mp4
26543,WG-2,196945,197172,CVGT_12/CVGT_1202.eaf,i024,i1,CVGT_12/CVGT_1202_i024.mp4,CVGT_1202.eaf_26543.mp4
26546,AF-A,198423,198674,CVGT_12/CVGT_1202.eaf,i024,i1,CVGT_12/CVGT_1202_i024.mp4,CVGT_1202.eaf_26546.mp4
26548,VAN-1,199260,199406,CVGT_12/CVGT_1202.eaf,i024,i1,CVGT_12/CVGT_1202_i024.mp4,CVGT_1202.eaf_26548.mp4
26551,AF-A,200403,200603,CVGT_12/CVGT_1202.eaf,i024,i1,CVGT_12/CVGT_1202_i024.mp4,CVGT_1202.eaf_26551.mp4
26553,MOOI-A,201803,202304,CVGT_12/CVGT_1202.eaf,i024,i1,CVGT_12/CVGT_1202_i024.mp4,CVGT_1202.eaf_26553.mp4
26557,OK-A,204097,204287,CVGT_12/CVGT_1202.eaf,i024,i1,CVGT_12/CVGT_1202_i024.mp4,CVGT_1202.eaf_26557.mp4
26559,GOED-A,206541,206741,CVGT_12/CVGT_1202.eaf,i024,i1,CVGT_12/CVGT_1202_i024.mp4,CVGT_1202.eaf_26559.mp4
26560,WG-1,12790,13080,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26560.mp4
26561,NU-A,13100,13720,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26561.mp4
26562,VAN-1,14665,14885,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26562.mp4
26565,WG-1,15695,16550,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26565.mp4
26567,WG-1,16813,17100,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26567.mp4
26569,VAN-1,17345,17475,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26569.mp4
26572,HOE-A,19465,19805,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26572.mp4
26574,HOE-A,20300,20560,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26574.mp4
26575,VAN-1,20575,20985,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26575.mp4
26576,VROEGER-B,20995,21415,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26576.mp4
26577,EERST-A,21420,21680,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26577.mp4
26578,VAN-1,21695,21855,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26578.mp4
26580,WG-1,22280,22450,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26580.mp4
26581,WG-3,22460,22670,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26581.mp4
26582,DOOF-A,22680,22970,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26582.mp4
26583,WG-3,22973,23256,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26583.mp4
26586,WG-3,24181,24611,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26586.mp4
26587,WG-1,24616,24831,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26587.mp4
26588,KLEIN-B,25080,25299,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26588.mp4
26589,WG-3,25442,25772,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26589.mp4
26591,WG-1,26539,26619,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26591.mp4
26592,GEBAREN-B,26699,26954,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26592.mp4
26593,WG-1,27063,27149,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26593.mp4
26595,KLEIN-B,27798,27983,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26595.mp4
26596,WG-1,28150,28276,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26596.mp4
26598,WG-3,28561,28573,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26598.mp4
26599,DAN-C,28679,28885,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26599.mp4
26600,PLOTS-S>1,28961,29256,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26600.mp4
26602,WG-3,29879,29956,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26602.mp4
26616,WG-3,37880,38114,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26616.mp4
26620,WG-3,39661,39723,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26620.mp4
26624,DAN-C,40782,41200,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26624.mp4
26627,ZEGGEN-A,42376,42508,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26627.mp4
26628,HEBBEN-A,42542,42773,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26628.mp4
26631,ANDER-1HAND,43965,44205,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26631.mp4
26634,WG-2,44914,45009,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26634.mp4
26637,ZO-A,46537,46581,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26637.mp4
26639,AF-A,47102,47422,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26639.mp4
26641,VAN-1,47802,47953,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26641.mp4
26645,JA-A,54463,55081,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26645.mp4
26650,OPDUIKEN-A,58258,58523,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26650.mp4
26652,OPDUIKEN-A,59116,59414,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26652.mp4
26653,WG-1,59541,59654,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26653.mp4
26655,NIET-C,60038,60155,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26655.mp4
26656,VRAGEN-A,60205,60470,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26656.mp4
26657,WG-1,60529,60711,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26657.mp4
26661,WG-1,61478,61684,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26661.mp4
26663,VAN-1,61940,62254,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26663.mp4
26670,WG-1,68601,68841,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26670.mp4
26671,NOOIT-A,69021,69258,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26671.mp4
26672,WG-1,69282,69368,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26672.mp4
26673,ZO-A,69437,69588,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26673.mp4
26674,VAN-1,69618,69837,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26674.mp4
26677,OPDUIKEN-A,70999,71143,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26677.mp4
26678,OPDUIKEN-A,71220,71340,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26678.mp4
26679,OPDUIKEN-A,71417,71552,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26679.mp4
26680,WG-1,71738,71855,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26680.mp4
26681,LATEN-A,71995,72625,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26681.mp4
26683,WETEN-A,73879,74030,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26683.mp4
26684,WAT-A,74082,74282,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26684.mp4
26685,VAN-1,74442,74578,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26685.mp4
26688,C_ 1,75137,75242,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26688.mp4
26689,PERSOON-A,75458,75769,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26689.mp4
26691,VAN-1,78737,78824,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26691.mp4
26693,WG-3,79178,79228,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26693.mp4
26694,ZEGGEN-A,79263,79352,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26694.mp4
26695,VAN-1,79438,79539,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26695.mp4
26697,AF-A,79878,80128,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26697.mp4
26699,JA-A,81300,81405,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26699.mp4
26700,WG-3,81480,81661,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26700.mp4
26701,JA-A,81738,81895,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26701.mp4
26702,ZEGGEN-A,81959,82067,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26702.mp4
26704,WG-3,82524,82610,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26704.mp4
26705,ZEGGEN-A,82723,82836,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26705.mp4
26707,ZEGGEN-A,83501,83584,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26707.mp4
26710,JA-A,84776,84893,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26710.mp4
26713,BLIJVEN-A,86439,86611,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26713.mp4
26718,WG-2,91140,91368,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26718.mp4
26719,JA-A,115222,115342,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26719.mp4
26720,JUIST-A,115862,116182,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26720.mp4
26721,WG-1,143241,143321,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26721.mp4
26722,ZEGGEN-A,143461,143612,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26722.mp4
26723,WG-1,143624,143707,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26723.mp4
26725,GEWOON-A,144460,144712,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26725.mp4
26726,WG-1,144882,145045,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26726.mp4
26729,VAN-2,146559,146725,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26729.mp4
26730,JUIST-A,160880,161000,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26730.mp4
26731,BLIJVEN-A,161840,162074,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26731.mp4
26736,SCHOOL-A,169518,169933,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26736.mp4
26737,WG-1,180741,180809,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26737.mp4
26739,VAN-2,181297,181657,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26739.mp4
26740,WG-2,181722,182045,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26740.mp4
26741,WG-2,182079,182195,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26741.mp4
26753,WG-1,201159,201273,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26753.mp4
26755,ONTHOUDEN-A,201523,201730,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26755.mp4
26756,VAN-2,201800,201985,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26756.mp4
26757,WG-1,203420,203543,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26757.mp4
26759,ONTHOUDEN-A,203900,204146,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26759.mp4
26761,WG-1,204581,204788,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26761.mp4
26763,GOED-A,207182,207403,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26763.mp4
26764,ZEGGEN-A,210026,210118,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26764.mp4
26766,WG-1,210322,210510,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26766.mp4
26767,MEE-BRENGEN,210679,211002,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26767.mp4
26768,WG-2,211100,211236,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26768.mp4
26770,ONTHOUDEN-A,211522,211759,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26770.mp4
26772,PROBEREN-A,212197,212394,CVGT_12/CVGT_1202.eaf,i023,i2,CVGT_12/CVGT_1202_i023.mp4,CVGT_1202.eaf_26772.mp4
26775,HEBBEN-A,1380,1640,CVGT_12/CVGT_1204.eaf,i023,i2,CVGT_12/CVGT_1204_i023.mp4,CVGT_1204.eaf_26775.mp4
26776,WG-3,1650,1750,CVGT_12/CVGT_1204.eaf,i023,i2,CVGT_12/CVGT_1204_i023.mp4,CVGT_1204.eaf_26776.mp4
26778,C_ 1,2158,2208,CVGT_12/CVGT_1204.eaf,i023,i2,CVGT_12/CVGT_1204_i023.mp4,CVGT_1204.eaf_26778.mp4
26779,KIND-A,2246,2670,CVGT_12/CVGT_1204.eaf,i023,i2,CVGT_12/CVGT_1204_i023.mp4,CVGT_1204.eaf_26779.mp4
26781,VINDEN-C,3201,3540,CVGT_12/CVGT_1204.eaf,i023,i2,CVGT_12/CVGT_1204_i023.mp4,CVGT_1204.eaf_26781.mp4
26783,IN-A ,3930,4320,CVGT_12/CVGT_1204.eaf,i023,i2,CVGT_12/CVGT_1204_i023.mp4,CVGT_1204.eaf_26783.mp4
26785,KIJKEN-B ,4820,5140,CVGT_12/CVGT_1204.eaf,i023,i2,CVGT_12/CVGT_1204_i023.mp4,CVGT_1204.eaf_26785.mp4
26787,WG-1,5555,5610,CVGT_12/CVGT_1204.eaf,i023,i2,CVGT_12/CVGT_1204_i023.mp4,CVGT_1204.eaf_26787.mp4
26789,OOK-A,6900,7120,CVGT_12/CVGT_1204.eaf,i023,i2,CVGT_12/CVGT_1204_i023.mp4,CVGT_1204.eaf_26789.mp4
26790,HOND-A,7130,7390,CVGT_12/CVGT_1204.eaf,i023,i2,CVGT_12/CVGT_1204_i023.mp4,CVGT_1204.eaf_26790.mp4
26794,GOED-A,8345,8740,CVGT_12/CVGT_1204.eaf,i023,i2,CVGT_12/CVGT_1204_i023.mp4,CVGT_1204.eaf_26794.mp4
26796,WG-1,9590,9730,CVGT_12/CVGT_1204.eaf,i023,i2,CVGT_12/CVGT_1204_i023.mp4,CVGT_1204.eaf_26796.mp4
26806,VLUCHTEN-VHAND,14480,14700,CVGT_12/CVGT_1204.eaf,i023,i2,CVGT_12/CVGT_1204_i023.mp4,CVGT_1204.eaf_26806.mp4
26812,VERDOMME-VHAND,17625,17925,CVGT_12/CVGT_1204.eaf,i023,i2,CVGT_12/CVGT_1204_i023.mp4,CVGT_1204.eaf_26812.mp4
26813,WG-1,17975,18205,CVGT_12/CVGT_1204.eaf,i023,i2,CVGT_12/CVGT_1204_i023.mp4,CVGT_1204.eaf_26813.mp4
26814,WAAR-A,18230,18420,CVGT_12/CVGT_1204.eaf,i023,i2,CVGT_12/CVGT_1204_i023.mp4,CVGT_1204.eaf_26814.mp4
26815,HE-A,18465,18735,CVGT_12/CVGT_1204.eaf,i023,i2,CVGT_12/CVGT_1204_i023.mp4,CVGT_1204.eaf_26815.mp4
26816,HOND-A,18760,19150,CVGT_12/CVGT_1204.eaf,i023,i2,CVGT_12/CVGT_1204_i023.mp4,CVGT_1204.eaf_26816.mp4
26817,HOND-A,19435,19655,CVGT_12/CVGT_1204.eaf,i023,i2,CVGT_12/CVGT_1204_i023.mp4,CVGT_1204.eaf_26817.mp4
26824,NIET-C,24160,24330,CVGT_12/CVGT_1204.eaf,i023,i2,CVGT_12/CVGT_1204_i023.mp4,CVGT_1204.eaf_26824.mp4
26829,HOND-A,25950,26230,CVGT_12/CVGT_1204.eaf,i023,i2,CVGT_12/CVGT_1204_i023.mp4,CVGT_1204.eaf_26829.mp4
26832,IN-A ,27305,27525,CVGT_12/CVGT_1204.eaf,i023,i2,CVGT_12/CVGT_1204_i023.mp4,CVGT_1204.eaf_26832.mp4
26838,VRIJ-A,29935,30235,CVGT_12/CVGT_1204.eaf,i023,i2,CVGT_12/CVGT_1204_i023.mp4,CVGT_1204.eaf_26838.mp4
26839,AF-A,30256,30406,CVGT_12/CVGT_1204.eaf,i023,i2,CVGT_12/CVGT_1204_i023.mp4,CVGT_1204.eaf_26839.mp4
26840,HOND-A,30485,30765,CVGT_12/CVGT_1204.eaf,i023,i2,CVGT_12/CVGT_1204_i023.mp4,CVGT_1204.eaf_26840.mp4
26846,WG-3,33326,33380,CVGT_12/CVGT_1204.eaf,i023,i2,CVGT_12/CVGT_1204_i023.mp4,CVGT_1204.eaf_26846.mp4
26855,WAAR,37409,38020,CVGT_12/CVGT_1204.eaf,i023,i2,CVGT_12/CVGT_1204_i023.mp4,CVGT_1204.eaf_26855.mp4
26858,HOND-A,38940,39210,CVGT_12/CVGT_1204.eaf,i023,i2,CVGT_12/CVGT_1204_i023.mp4,CVGT_1204.eaf_26858.mp4
26860,OP-A ,39745,39855,CVGT_12/CVGT_1204.eaf,i023,i2,CVGT_12/CVGT_1204_i023.mp4,CVGT_1204.eaf_26860.mp4
26865,HOND-A,41620,42000,CVGT_12/CVGT_1204.eaf,i023,i2,CVGT_12/CVGT_1204_i023.mp4,CVGT_1204.eaf_26865.mp4
26868,VOLGEN-A,43190,43480,CVGT_12/CVGT_1204.eaf,i023,i2,CVGT_12/CVGT_1204_i023.mp4,CVGT_1204.eaf_26868.mp4
26872,JONGEN-C,45955,46165,CVGT_12/CVGT_1204.eaf,i023,i2,CVGT_12/CVGT_1204_i023.mp4,CVGT_1204.eaf_26872.mp4
26873,VOLGEN-A,46200,46440,CVGT_12/CVGT_1204.eaf,i023,i2,CVGT_12/CVGT_1204_i023.mp4,CVGT_1204.eaf_26873.mp4
26874,BOOM-5HAND,46460,46650,CVGT_12/CVGT_1204.eaf,i023,i2,CVGT_12/CVGT_1204_i023.mp4,CVGT_1204.eaf_26874.mp4
26883,WG-3,50610,50830,CVGT_12/CVGT_1204.eaf,i023,i2,CVGT_12/CVGT_1204_i023.mp4,CVGT_1204.eaf_26883.mp4
26884,IETS-B,50860,51130,CVGT_12/CVGT_1204.eaf,i023,i2,CVGT_12/CVGT_1204_i023.mp4,CVGT_1204.eaf_26884.mp4
26890,AF-A,53737,54065,CVGT_12/CVGT_1204.eaf,i023,i2,CVGT_12/CVGT_1204_i023.mp4,CVGT_1204.eaf_26890.mp4
26891,HERT-A,54190,54860,CVGT_12/CVGT_1204.eaf,i023,i2,CVGT_12/CVGT_1204_i023.mp4,CVGT_1204.eaf_26891.mp4
26895,WAT-A,57025,57485,CVGT_12/CVGT_1204.eaf,i023,i2,CVGT_12/CVGT_1204_i023.mp4,CVGT_1204.eaf_26895.mp4
26896,WG-2,57590,57730,CVGT_12/CVGT_1204.eaf,i023,i2,CVGT_12/CVGT_1204_i023.mp4,CVGT_1204.eaf_26896.mp4
26899,WG-3,59465,59645,CVGT_12/CVGT_1204.eaf,i023,i2,CVGT_12/CVGT_1204_i023.mp4,CVGT_1204.eaf_26899.mp4
26901,WATER-1HAND,60835,61165,CVGT_12/CVGT_1204.eaf,i023,i2,CVGT_12/CVGT_1204_i023.mp4,CVGT_1204.eaf_26901.mp4
26902,IN-A ,61170,61690,CVGT_12/CVGT_1204.eaf,i023,i2,CVGT_12/CVGT_1204_i023.mp4,CVGT_1204.eaf_26902.mp4
26903,WG-3,61700,62030,CVGT_12/CVGT_1204.eaf,i023,i2,CVGT_12/CVGT_1204_i023.mp4,CVGT_1204.eaf_26903.mp4
26904,WG-1,62055,62595,CVGT_12/CVGT_1204.eaf,i023,i2,CVGT_12/CVGT_1204_i023.mp4,CVGT_1204.eaf_26904.mp4
26905,OOK-A,62900,63130,CVGT_12/CVGT_1204.eaf,i023,i2,CVGT_12/CVGT_1204_i023.mp4,CVGT_1204.eaf_26905.mp4
26906,HOND-A,63175,63405,CVGT_12/CVGT_1204.eaf,i023,i2,CVGT_12/CVGT_1204_i023.mp4,CVGT_1204.eaf_26906.mp4
