Id,Gloss,start_ms,end_ms,EAF,Participant,SourceVideo,SampleVideo
2307,IX1,103390,103470,EAF/T2.4-LSE-F15-1-20171017-1.eaf,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2307.mp4
2308,MUCHO,103930,104100,EAF/T2.4-LSE-F15-1-20171017-1.eaf,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2308.mp4
2310,IX1,104710,104790,EAF/T2.4-LSE-F15-1-20171017-1.eaf,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2310.mp4
2314,IX1,107240,107300,EAF/T2.4-LSE-F15-1-20171017-1.eaf,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2314.mp4
2316,IX1,107820,107860,EAF/T2.4-LSE-F15-1-20171017-1.eaf,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2316.mp4
2317,NO,107890,108320,EAF/T2.4-LSE-F15-1-20171017-1.eaf,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2317.mp4
2318,SI,16810,17620,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2318.mp4
2319,NO,18860,19200,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2319.mp4
2320,SI,19270,20150,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2320.mp4
2321,IX1,20170,20460,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2321.mp4
2325,IX1,22860,22930,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2325.mp4
2326,PASADO,22940,23470,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2326.mp4
2327,JOVEN,23500,24350,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2327.mp4
2328,IX1,24350,24430,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2328.mp4
2329,MUCHO,24460,24710,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2329.mp4
2330,AMIGO,24710,25290,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2330.mp4
2331,GAY,25440,26420,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2331.mp4
2332,MUCHO,26590,27070,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2332.mp4
2333,TODO,27130,27524,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2333.mp4
2334,HORRIBLE,27620,27680,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2334.mp4
2335,GAY,27690,28050,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2335.mp4
2336,HORRIBLE,28070,28250,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2336.mp4
2337,IX1,28320,28510,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2337.mp4
2339,IX3,29000,29150,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2339.mp4
2342,FIN,29942,30398,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2342.mp4
2343,IX3,30480,30680,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2343.mp4
2344,GAY,30710,31080,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2344.mp4
2347,IX1,33155,33335,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2347.mp4
2350,IX3,34550,34680,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2350.mp4
2351,IX1,34710,34810,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2351.mp4
2352,PROBLEMA,34850,35150,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2352.mp4
2353,HABER-NO,35170,35690,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2353.mp4
2354,IX1,36540,36640,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2354.mp4
2355,MUCHO,36680,36890,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2355.mp4
2356,AMIGO,36920,37370,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2356.mp4
2357,GAY,37395,37835,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2357.mp4
2360,OYENTE,39210,39400,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2360.mp4
2361,SORDO,39460,39620,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2361.mp4
2362,IGUAL,39690,40240,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2362.mp4
2368,IX1,44650,44760,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2368.mp4
2370,IX1,45530,45610,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2370.mp4
2371,HABER-NO,45760,45970,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2371.mp4
2373,IX1,47020,47180,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2373.mp4
2375,IX1,48340,48450,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2375.mp4
2377,IX1-5,49390,49480,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2377.mp4
2379,PROPIO,49960,50730,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2379.mp4
2380,HASTA,51030,51350,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2380.mp4
2381,SORDO,51560,51760,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2381.mp4
2382,PASADO,51860,52210,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2382.mp4
2387,IXloc ,53670,53790,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2387.mp4
2388,SORDO,54030,54340,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2388.mp4
2389,POCO,54395,54465,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2389.mp4
2391,IX1,55060,55130,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2391.mp4
2393,QUERER,56990,57120,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2393.mp4
2394,IXloc ,57160,57300,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2394.mp4
2397,COSAS,57920,58130,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2397.mp4
2398,IX1,58230,58320,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2398.mp4
2401,IX1,59180,59220,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2401.mp4
2404,IX1-Q,59950,60010,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2404.mp4
2405,DENTRO,60060,61110,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2405.mp4
2408,IX1-Bd,62630,62740,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2408.mp4
2409,TRABAJO,62800,63110,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2409.mp4
2410,IX3,63260,63390,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2410.mp4
2411,IX2,63460,63560,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2411.mp4
2414,CONOCER,65090,65194,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2414.mp4
2415,NO,65198,65407,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2415.mp4
2417,PERSONA,65990,66550,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2417.mp4
2418,COMO,66680,67150,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2418.mp4
2420,SABER-NO,67684,68170,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2420.mp4
2421,DENTRO,68220,68590,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2421.mp4
2423,PROBLEMA,68790,69180,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2423.mp4
2424,IX1,69200,69240,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2424.mp4
2425,VERDAD,69300,70110,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2425.mp4
2426,IX1,70270,70330,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2426.mp4
2428,IX1,70838,70931,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2428.mp4
2429,IX1,71235,71275,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2429.mp4
2431,IX3,71620,71710,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2431.mp4
2433,IX1,72700,72760,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2433.mp4
2434,VER,72810,73120,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2434.mp4
2436,IX1,73700,73820,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2436.mp4
2438,GRACIAS,74610,74890,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2438.mp4
2440,PROBLEMA,75180,75450,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2440.mp4
2441,IX1-Bd,75486,75554,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2441.mp4
2442,HABER-NO,75561,76010,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2442.mp4
2443,BIEN,76145,76425,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2443.mp4
2445,IX1-Bd,76940,77030,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2445.mp4
2446,CASA,77060,77200,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2446.mp4
2447,BASTANTE,77346,77531,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2447.mp4
2450,HASTA,78300,78610,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2450.mp4
2452,YA,79330,79530,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2452.mp4
2458,IX1,81790,81870,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2458.mp4
2462,COMO,83560,83740,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2462.mp4
2463,IX1,83770,84010,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2463.mp4
2466,AVANZAR,85090,85370,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2466.mp4
2467,AHORA,85430,85820,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2467.mp4
2468,IX3,85950,86020,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2468.mp4
2470,IXloc ,86710,86830,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2470.mp4
2474,HIJO,88060,88340,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2474.mp4
2475,TRES,88350,88560,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2475.mp4
2477,IX1,89320,89430,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2477.mp4
2478,GRACIAS,89520,89640,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2478.mp4
2481,TODO,93375,93575,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2481.mp4
2482,IX1,93980,94080,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2482.mp4
2485,IX1,95166,95468,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2485.mp4
2486,VERDAD,95506,96348,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2486.mp4
2488,IX1,98490,98590,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2488.mp4
2492,IX1,99915,100035,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2492.mp4
2493,PROBLEMA,100090,100280,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2493.mp4
2494,HABER-NO,100330,100630,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2494.mp4
2495,IX3,100690,100850,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2495.mp4
2499,BIEN,102410,102590,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2499.mp4
2500,IX1,103390,103470,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2500.mp4
2501,MUCHO,103930,104100,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2501.mp4
2503,IX1,104710,104790,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2503.mp4
2507,IX1,107240,107300,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2507.mp4
2509,IX1,107820,107860,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2509.mp4
2510,NO,107890,108320,EAF/T2.4-LSE-F15-2-20171017-1.eaf,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2510.mp4
2512,"g ""me da igual""",19912,20223,EAF/T2.4-LSE-M03-1-20170914-6.eaf,M03,T2.4-LSE-M03-1-20170914-6.MP4,T2.4-LSE-M03-1-20170914-6.eaf_2512.mp4
2514,DIFICIL,23490,23870,EAF/T2.4-LSE-M03-1-20170914-6.eaf,M03,T2.4-LSE-M03-1-20170914-6.MP4,T2.4-LSE-M03-1-20170914-6.eaf_2514.mp4
2515,COLEGIO,24350,24670,EAF/T2.4-LSE-M03-1-20170914-6.eaf,M03,T2.4-LSE-M03-1-20170914-6.MP4,T2.4-LSE-M03-1-20170914-6.eaf_2515.mp4
2516,IGUAL-1,25720,25940,EAF/T2.4-LSE-M03-1-20170914-6.eaf,M03,T2.4-LSE-M03-1-20170914-6.MP4,T2.4-LSE-M03-1-20170914-6.eaf_2516.mp4
2517,COLEGIO,26160,26470,EAF/T2.4-LSE-M03-1-20170914-6.eaf,M03,T2.4-LSE-M03-1-20170914-6.MP4,T2.4-LSE-M03-1-20170914-6.eaf_2517.mp4
2518,IX1,26505,26585,EAF/T2.4-LSE-M03-1-20170914-6.eaf,M03,T2.4-LSE-M03-1-20170914-6.MP4,T2.4-LSE-M03-1-20170914-6.eaf_2518.mp4
2519,IX ,26790,26970,EAF/T2.4-LSE-M03-1-20170914-6.eaf,M03,T2.4-LSE-M03-1-20170914-6.MP4,T2.4-LSE-M03-1-20170914-6.eaf_2519.mp4
2522,HOGAR,29144,29574,EAF/T2.4-LSE-M03-1-20170914-6.eaf,M03,T2.4-LSE-M03-1-20170914-6.MP4,T2.4-LSE-M03-1-20170914-6.eaf_2522.mp4
2524,PRIMERO,31210,31340,EAF/T2.4-LSE-M03-1-20170914-6.eaf,M03,T2.4-LSE-M03-1-20170914-6.MP4,T2.4-LSE-M03-1-20170914-6.eaf_2524.mp4
2525,HOGAR,31400,32130,EAF/T2.4-LSE-M03-1-20170914-6.eaf,M03,T2.4-LSE-M03-1-20170914-6.MP4,T2.4-LSE-M03-1-20170914-6.eaf_2525.mp4
2526,IX1,32305,32405,EAF/T2.4-LSE-M03-1-20170914-6.eaf,M03,T2.4-LSE-M03-1-20170914-6.MP4,T2.4-LSE-M03-1-20170914-6.eaf_2526.mp4
2528,HOGAR,32870,33160,EAF/T2.4-LSE-M03-1-20170914-6.eaf,M03,T2.4-LSE-M03-1-20170914-6.MP4,T2.4-LSE-M03-1-20170914-6.eaf_2528.mp4
2529,IX1,33440,33660,EAF/T2.4-LSE-M03-1-20170914-6.eaf,M03,T2.4-LSE-M03-1-20170914-6.MP4,T2.4-LSE-M03-1-20170914-6.eaf_2529.mp4
2530,CASA,33690,34050,EAF/T2.4-LSE-M03-1-20170914-6.eaf,M03,T2.4-LSE-M03-1-20170914-6.MP4,T2.4-LSE-M03-1-20170914-6.eaf_2530.mp4
2531,IX ,34120,34270,EAF/T2.4-LSE-M03-1-20170914-6.eaf,M03,T2.4-LSE-M03-1-20170914-6.MP4,T2.4-LSE-M03-1-20170914-6.eaf_2531.mp4
2535,IX,36150,36640,EAF/T2.4-LSE-M03-1-20170914-6.eaf,M03,T2.4-LSE-M03-1-20170914-6.MP4,T2.4-LSE-M03-1-20170914-6.eaf_2535.mp4
2536,CASA,36710,37060,EAF/T2.4-LSE-M03-1-20170914-6.eaf,M03,T2.4-LSE-M03-1-20170914-6.MP4,T2.4-LSE-M03-1-20170914-6.eaf_2536.mp4
2537,MADRE_PADRE,37120,37420,EAF/T2.4-LSE-M03-1-20170914-6.eaf,M03,T2.4-LSE-M03-1-20170914-6.MP4,T2.4-LSE-M03-1-20170914-6.eaf_2537.mp4
2541,COLEGIO,38680,38890,EAF/T2.4-LSE-M03-1-20170914-6.eaf,M03,T2.4-LSE-M03-1-20170914-6.MP4,T2.4-LSE-M03-1-20170914-6.eaf_2541.mp4
2544,IX1,40730,40890,EAF/T2.4-LSE-M03-1-20170914-6.eaf,M03,T2.4-LSE-M03-1-20170914-6.MP4,T2.4-LSE-M03-1-20170914-6.eaf_2544.mp4
2545,CRECER-ALTURA,40920,41330,EAF/T2.4-LSE-M03-1-20170914-6.eaf,M03,T2.4-LSE-M03-1-20170914-6.MP4,T2.4-LSE-M03-1-20170914-6.eaf_2545.mp4
2547,BIEN,42300,42940,EAF/T2.4-LSE-M03-1-20170914-6.eaf,M03,T2.4-LSE-M03-1-20170914-6.MP4,T2.4-LSE-M03-1-20170914-6.eaf_2547.mp4
